tokens,current_only_global_rel_mse,repaired_global_rel_mse,repaired_late_to_early_ratio,repaired_slope_acceleration_ratio,post_relu6_var_late_to_early_ratio,post_relu6_entropy_late_to_early_ratio,state_assessment
64,0.5584391951560974,0.28298094868659973,1.3698559741613823,-0.0983957548499553,1.0454590251675793,0.9760714373023377,holding
128,0.5736024379730225,0.30395883321762085,1.0801214824451808,-0.149759191647121,1.0106813096737377,0.9889611386358254,holding
256,0.5560111403465271,0.31305742263793945,1.0631882956277838,-0.42458285683153807,0.9566001851482188,0.9849812588731592,holding
